CATEGORY_ID,CATEGORY_NAME,PRODUCT_NAME,DESCRIPTION,STANDARD_COST,QUANTITY,Checked_Out_Quantity
1,CPU,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,63,24
1,CPU,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,51,36
1,CPU,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,39,48
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,33,60
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,21,72
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,93,0
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,69,24
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,57,36
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,45,48
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,47,60
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,35,72
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,107,0
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,83,24
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,71,36
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,59,48
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,121,60
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,109,72
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,181,0
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,157,24
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,145,36
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,133,48
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,121,60
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,109,72
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,181,0
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,157,24
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,145,36
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,133,48
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,121,60
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,109,72
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,181,0
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,157,24
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,145,36
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,133,48
1,CPU,Intel Core i7-6950X (OEM/Tray),"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,54,47
1,CPU,Intel Core i7-6950X (OEM/Tray),"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,3,98
1,CPU,Intel Core i7-6950X (OEM/Tray),"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,101,0
1,CPU,Intel Core i7-6950X (OEM/Tray),"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,71,30
1,CPU,Intel Core i7-6950X (OEM/Tray),"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,35,66
1,CPU,Intel Xeon E5-2680 V4,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,123,72
1,CPU,Intel Xeon E5-2680 V4,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,111,84
1,CPU,Intel Xeon E5-2680 V4,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,195,0
1,CPU,Intel Xeon E5-2680 V4,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,171,24
1,CPU,Intel Xeon E5-2680 V4,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,147,48
1,CPU,Intel Xeon E5-2680 V3 (OEM/Tray),"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,66,72
1,CPU,Intel Xeon E5-2680 V3 (OEM/Tray),"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,54,84
1,CPU,Intel Xeon E5-2680 V3 (OEM/Tray),"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,138,0
1,CPU,Intel Xeon E5-2680 V3 (OEM/Tray),"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,114,24
1,CPU,Intel Xeon E5-2680 V3 (OEM/Tray),"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,90,48
1,CPU,Intel Xeon E5-2660 V4,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,126,72
1,CPU,Intel Xeon E5-2660 V4,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,114,84
1,CPU,Intel Xeon E5-2660 V4,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,198,0
1,CPU,Intel Xeon E5-2660 V4,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,174,24
1,CPU,Intel Xeon E5-2660 V4,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,150,48
1,CPU,Intel Xeon E5-2650,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,123,72
1,CPU,Intel Xeon E5-2650,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,111,84
1,CPU,Intel Xeon E5-2650,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,195,0
1,CPU,Intel Xeon E5-2650,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,171,24
1,CPU,Intel Xeon E5-2650,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,147,48
1,CPU,Intel Core i9-7900X,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,122,72
1,CPU,Intel Core i9-7900X,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,110,84
1,CPU,Intel Core i9-7900X,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,194,0
1,CPU,Intel Core i9-7900X,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,170,24
1,CPU,Intel Core i9-7900X,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,146,48
1,CPU,Intel Xeon E5-1660 V3 (OEM/Tray),"Speed:3.0GHz,Cores:8,TDP:140W",914.52,44,66
1,CPU,Intel Xeon E5-1660 V3 (OEM/Tray),"Speed:3.0GHz,Cores:8,TDP:140W",914.52,33,77
1,CPU,Intel Xeon E5-1660 V3 (OEM/Tray),"Speed:3.0GHz,Cores:8,TDP:140W",914.52,110,0
1,CPU,Intel Xeon E5-1660 V3 (OEM/Tray),"Speed:3.0GHz,Cores:8,TDP:140W",914.52,88,22
1,CPU,Intel Xeon E5-1660 V3 (OEM/Tray),"Speed:3.0GHz,Cores:8,TDP:140W",914.52,66,44
1,CPU,Intel Core i7-5960X,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,124,72
1,CPU,Intel Core i7-5960X,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,112,84
1,CPU,Intel Core i7-5960X,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,196,0
1,CPU,Intel Core i7-5960X,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,172,24
1,CPU,Intel Core i7-5960X,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,148,48
1,CPU,Intel Xeon E5-2640 V4,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,50,47
1,CPU,Intel Xeon E5-2640 V4,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,36,61
1,CPU,Intel Xeon E5-2640 V4,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,97,0
1,CPU,Intel Xeon E5-2640 V4,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,67,30
1,CPU,Intel Xeon E5-2640 V4,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,31,66
1,CPU,Intel Xeon E5-2640 V3,"Speed:2.6GHz,Cores:8,TDP:90W",668.24,25,158
1,CPU,Intel Xeon E5-2640 V3,"Speed:2.6GHz,Cores:8,TDP:90W",668.24,10,173
1,CPU,Intel Xeon E5-2640 V3,"Speed:2.6GHz,Cores:8,TDP:90W",668.24,183,0
1,CPU,Intel Xeon E5-2640 V3,"Speed:2.6GHz,Cores:8,TDP:90W",668.24,102,81
1,CPU,Intel Xeon E5-2640 V3,"Speed:2.6GHz,Cores:8,TDP:90W",668.24,58,125
1,CPU,Intel Core 2 Extreme QX9775,"Speed:3.2GHz,Cores:4,TDP:150W",737.68,25,158
1,CPU,Intel Core 2 Extreme QX9775,"Speed:3.2GHz,Cores:4,TDP:150W",737.68,10,173
1,CPU,Intel Core 2 Extreme QX9775,"Speed:3.2GHz,Cores:4,TDP:150W",737.68,183,0
1,CPU,Intel Core 2 Extreme QX9775,"Speed:3.2GHz,Cores:4,TDP:150W",737.68,102,81
1,CPU,Intel Core 2 Extreme QX9775,"Speed:3.2GHz,Cores:4,TDP:150W",737.68,58,125
1,CPU,AMD Opteron 6378,"Speed:2.4GHz,Cores:16,TDP:115W",651.92,28,158
1,CPU,AMD Opteron 6378,"Speed:2.4GHz,Cores:16,TDP:115W",651.92,14,172
1,CPU,AMD Opteron 6378,"Speed:2.4GHz,Cores:16,TDP:115W",651.92,186,0
1,CPU,AMD Opteron 6378,"Speed:2.4GHz,Cores:16,TDP:115W",651.92,105,81
1,CPU,AMD Opteron 6378,"Speed:2.4GHz,Cores:16,TDP:115W",651.92,61,125
1,CPU,Intel Core i7-3960X Extreme Edition,"Speed:3.3GHz,Cores:6,TDP:130W",573.41,6,100
1,CPU,Intel Core i7-3960X Extreme Edition,"Speed:3.3GHz,Cores:6,TDP:130W",573.41,5,101
1,CPU,Intel Core i7-3960X Extreme Edition,"Speed:3.3GHz,Cores:6,TDP:130W",573.41,106,0
1,CPU,Intel Core i7-3960X Extreme Edition,"Speed:3.3GHz,Cores:6,TDP:130W",573.41,73,33
1,CPU,Intel Core i7-3960X Extreme Edition,"Speed:3.3GHz,Cores:6,TDP:130W",573.41,37,69
1,CPU,Intel Core i7-4770K,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,39,72
1,CPU,Intel Core i7-4770K,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,27,84
1,CPU,Intel Core i7-4770K,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,111,0
1,CPU,Intel Core i7-4770K,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,87,24
1,CPU,Intel Core i7-4770K,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,63,48
1,CPU,Intel Xeon E5-2687W,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,50,105
1,CPU,Intel Xeon E5-2687W,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,35,120
1,CPU,Intel Xeon E5-2687W,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,155,0
1,CPU,Intel Xeon E5-2687W,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,76,79
1,CPU,Intel Xeon E5-2687W,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,35,120
1,CPU,Intel Xeon E5-2680 V2,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,39,72
1,CPU,Intel Xeon E5-2680 V2,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,27,84
1,CPU,Intel Xeon E5-2680 V2,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,111,0
1,CPU,Intel Xeon E5-2680 V2,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,87,24
1,CPU,Intel Xeon E5-2680 V2,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,63,48
1,CPU,Intel Core i7-980,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,140,85
1,CPU,Intel Core i7-980,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,122,103
1,CPU,Intel Core i7-980,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,175,50
1,CPU,Intel Core i7-980,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,225,0
1,CPU,Intel Core i7-980,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,176,49
1,CPU,Intel Core i7-7820X,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,50,104
1,CPU,Intel Core i7-7820X,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,35,119
1,CPU,Intel Core i7-7820X,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,154,0
1,CPU,Intel Core i7-7820X,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,76,78
1,CPU,Intel Core i7-7820X,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,35,119
1,CPU,Intel Core i7-3930K,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,50,105
1,CPU,Intel Core i7-3930K,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,35,120
1,CPU,Intel Core i7-3930K,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,155,0
1,CPU,Intel Core i7-3930K,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,76,79
1,CPU,Intel Core i7-3930K,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,35,120
1,CPU,Intel Xeon E5-2630 V4,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,141,85
1,CPU,Intel Xeon E5-2630 V4,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,123,103
1,CPU,Intel Xeon E5-2630 V4,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,176,50
1,CPU,Intel Xeon E5-2630 V4,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,226,0
1,CPU,Intel Xeon E5-2630 V4,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,176,50
1,CPU,Intel Xeon E5-2630 V3,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,40,72
1,CPU,Intel Xeon E5-2630 V3,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,28,84
1,CPU,Intel Xeon E5-2630 V3,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,112,0
1,CPU,Intel Xeon E5-2630 V3,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,88,24
1,CPU,Intel Xeon E5-2630 V3,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,64,48
1,CPU,Intel Core i7-4790K,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,141,85
1,CPU,Intel Core i7-4790K,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,123,103
1,CPU,Intel Core i7-4790K,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,176,50
1,CPU,Intel Core i7-4790K,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,226,0
1,CPU,Intel Core i7-4790K,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,177,49
1,CPU,Intel Xeon E5-2640 V2,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,21,157
1,CPU,Intel Xeon E5-2640 V2,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,6,172
1,CPU,Intel Xeon E5-2640 V2,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,178,0
1,CPU,Intel Xeon E5-2640 V2,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,97,81
1,CPU,Intel Xeon E5-2640 V2,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,53,125
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,28,157
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,13,172
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,133,52
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,185,0
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,136,49
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,104,81
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,81,104
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,60,125
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,45,140
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,121,84
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,109,96
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,205,0
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,193,12
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,181,24
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,169,36
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,157,48
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,145,60
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,133,72
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,22,157
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,7,172
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,127,52
