CATEGORY_ID,CATEGORY_NAME,PRODUCT_NAME,DESCRIPTION,STANDARD_COST,QUANTITY
1,CPU,Intel Xeon E5-1650 V3,"Speed:3.5GHz,Cores:6,TDP:140W",399.77,65
1,CPU,Intel Xeon E5-1650 V3,"Speed:3.5GHz,Cores:6,TDP:140W",399.77,53
1,CPU,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,28
1,CPU,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,13
1,CPU,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,133
1,CPU,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,185
1,CPU,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,136
1,CPU,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,104
1,CPU,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,81
1,CPU,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,60
1,CPU,Intel Core i7-5930K,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,45
1,CPU,Intel Xeon E5-2699 V3 (OEM/Tray),"Speed:2.3GHz,Cores:18,TDP:145W",2867.51,189
1,CPU,Intel Xeon E5-2699 V3 (OEM/Tray),"Speed:2.3GHz,Cores:18,TDP:145W",2867.51,141
1,CPU,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",2144.4,34
1,CPU,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",2144.4,23
1,CPU,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",2144.4,100
1,CPU,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",2144.4,71
1,CPU,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",2144.4,58
1,CPU,Intel Xeon E5-2697 V4,"Speed:2.3GHz,Cores:18,TDP:145W",2144.4,46
1,CPU,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,7
1,CPU,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,6
1,CPU,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,112
1,CPU,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,90
1,CPU,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,29
1,CPU,Intel Xeon E5-2695 V3 (OEM/Tray),"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,18
1,CPU,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,11
1,CPU,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,0
1,CPU,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,66
1,CPU,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,44
1,CPU,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,33
1,CPU,Intel Xeon E5-2697 V2,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,22
1,CPU,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,34
1,CPU,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,22
1,CPU,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,94
1,CPU,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,70
1,CPU,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,58
1,CPU,Intel Xeon E5-2695 V2,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,46
1,CPU,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,45
1,CPU,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,32
1,CPU,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,69
1,CPU,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,86
1,CPU,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,72
1,CPU,Intel Xeon E5-2687W V3,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,58
1,CPU,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,49
1,CPU,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,36
1,CPU,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,73
1,CPU,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,90
1,CPU,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,76
1,CPU,Intel Xeon E5-2687W V4,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,62
1,CPU,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,27
1,CPU,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,15
1,CPU,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,87
1,CPU,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,63
1,CPU,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,51
1,CPU,Intel Xeon E5-2690 V4,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,39
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,33
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,21
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,93
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,69
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,57
1,CPU,Intel Xeon E5-2690 V3,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,45
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,47
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,35
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,107
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,83
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,71
1,CPU,Intel Xeon E5-2683 V4,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,59
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,121
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,109
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,181
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,157
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,145
1,CPU,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,133
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,121
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,109
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,181
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,157
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,145
1,CPU,Intel Xeon E5-1680 V3 (OEM/Tray),"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,133
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,121
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,109
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,181
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,157
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,145
1,CPU,Intel Xeon E5-2643 V4 (OEM/Tray),"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,133
1,CPU,Intel Core i7-6950X (OEM/Tray),"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,54
1,CPU,Intel Core i7-6950X (OEM/Tray),"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,3
1,CPU,Intel Core i7-6950X (OEM/Tray),"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,101
1,CPU,Intel Core i7-6950X (OEM/Tray),"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,71
1,CPU,Intel Core i7-6950X (OEM/Tray),"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,35
1,CPU,Intel Xeon E5-2680 V4,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,123
1,CPU,Intel Xeon E5-2680 V4,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,111
1,CPU,Intel Xeon E5-2680 V4,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,195
1,CPU,Intel Xeon E5-2680 V4,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,171
1,CPU,Intel Xeon E5-2680 V4,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,147
1,CPU,Intel Xeon E5-2680 V3 (OEM/Tray),"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,66
1,CPU,Intel Xeon E5-2680 V3 (OEM/Tray),"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,54
1,CPU,Intel Xeon E5-2680 V3 (OEM/Tray),"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,138
1,CPU,Intel Xeon E5-2680 V3 (OEM/Tray),"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,114
1,CPU,Intel Xeon E5-2680 V3 (OEM/Tray),"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,90
1,CPU,Intel Xeon E5-2660 V4,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,126
1,CPU,Intel Xeon E5-2660 V4,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,114
1,CPU,Intel Xeon E5-2660 V4,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,198
1,CPU,Intel Xeon E5-2660 V4,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,174
1,CPU,Intel Xeon E5-2660 V4,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,150
1,CPU,Intel Xeon E5-2650,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,123
1,CPU,Intel Xeon E5-2650,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,111
1,CPU,Intel Xeon E5-2650,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,195
1,CPU,Intel Xeon E5-2650,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,171
1,CPU,Intel Xeon E5-2650,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,147
1,CPU,Intel Core i9-7900X,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,122
1,CPU,Intel Core i9-7900X,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,110
1,CPU,Intel Core i9-7900X,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,194
1,CPU,Intel Core i9-7900X,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,170
1,CPU,Intel Core i9-7900X,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,146
1,CPU,Intel Xeon E5-1660 V3 (OEM/Tray),"Speed:3.0GHz,Cores:8,TDP:140W",914.52,44
1,CPU,Intel Xeon E5-1660 V3 (OEM/Tray),"Speed:3.0GHz,Cores:8,TDP:140W",914.52,33
1,CPU,Intel Xeon E5-1660 V3 (OEM/Tray),"Speed:3.0GHz,Cores:8,TDP:140W",914.52,110
1,CPU,Intel Xeon E5-1660 V3 (OEM/Tray),"Speed:3.0GHz,Cores:8,TDP:140W",914.52,88
1,CPU,Intel Xeon E5-1660 V3 (OEM/Tray),"Speed:3.0GHz,Cores:8,TDP:140W",914.52,66
1,CPU,Intel Core i7-5960X,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,124
1,CPU,Intel Core i7-5960X,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,112
1,CPU,Intel Core i7-5960X,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,196
1,CPU,Intel Core i7-5960X,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,172
1,CPU,Intel Core i7-5960X,"Speed:3.0GHz,Cores:8,TDP:140W",865.59,148
1,CPU,Intel Xeon E5-2640 V4,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,50
1,CPU,Intel Xeon E5-2640 V4,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,36
1,CPU,Intel Xeon E5-2640 V4,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,97
1,CPU,Intel Xeon E5-2640 V4,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,67
1,CPU,Intel Xeon E5-2640 V4,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,31
1,CPU,Intel Xeon E5-2640 V3,"Speed:2.6GHz,Cores:8,TDP:90W",668.24,25
1,CPU,Intel Xeon E5-2640 V3,"Speed:2.6GHz,Cores:8,TDP:90W",668.24,10
1,CPU,Intel Xeon E5-2640 V3,"Speed:2.6GHz,Cores:8,TDP:90W",668.24,183
1,CPU,Intel Xeon E5-2640 V3,"Speed:2.6GHz,Cores:8,TDP:90W",668.24,102
1,CPU,Intel Xeon E5-2640 V3,"Speed:2.6GHz,Cores:8,TDP:90W",668.24,58
1,CPU,Intel Core 2 Extreme QX9775,"Speed:3.2GHz,Cores:4,TDP:150W",737.68,25
1,CPU,Intel Core 2 Extreme QX9775,"Speed:3.2GHz,Cores:4,TDP:150W",737.68,10
1,CPU,Intel Core 2 Extreme QX9775,"Speed:3.2GHz,Cores:4,TDP:150W",737.68,183
1,CPU,Intel Core 2 Extreme QX9775,"Speed:3.2GHz,Cores:4,TDP:150W",737.68,102
1,CPU,Intel Core 2 Extreme QX9775,"Speed:3.2GHz,Cores:4,TDP:150W",737.68,58
1,CPU,AMD Opteron 6378,"Speed:2.4GHz,Cores:16,TDP:115W",651.92,28
1,CPU,AMD Opteron 6378,"Speed:2.4GHz,Cores:16,TDP:115W",651.92,14
1,CPU,AMD Opteron 6378,"Speed:2.4GHz,Cores:16,TDP:115W",651.92,186
1,CPU,AMD Opteron 6378,"Speed:2.4GHz,Cores:16,TDP:115W",651.92,105
1,CPU,AMD Opteron 6378,"Speed:2.4GHz,Cores:16,TDP:115W",651.92,61
1,CPU,Intel Core i7-3960X Extreme Edition,"Speed:3.3GHz,Cores:6,TDP:130W",573.41,6
1,CPU,Intel Core i7-3960X Extreme Edition,"Speed:3.3GHz,Cores:6,TDP:130W",573.41,5
1,CPU,Intel Core i7-3960X Extreme Edition,"Speed:3.3GHz,Cores:6,TDP:130W",573.41,106
1,CPU,Intel Core i7-3960X Extreme Edition,"Speed:3.3GHz,Cores:6,TDP:130W",573.41,73
1,CPU,Intel Core i7-3960X Extreme Edition,"Speed:3.3GHz,Cores:6,TDP:130W",573.41,37
1,CPU,Intel Core i7-4770K,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,39
1,CPU,Intel Core i7-4770K,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,27
1,CPU,Intel Core i7-4770K,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,111
1,CPU,Intel Core i7-4770K,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,87
1,CPU,Intel Core i7-4770K,"Speed:3.5GHz,Cores:4,TDP:84W",714.15,63
1,CPU,Intel Xeon E5-2687W,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,50
1,CPU,Intel Xeon E5-2687W,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,35
1,CPU,Intel Xeon E5-2687W,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,155
1,CPU,Intel Xeon E5-2687W,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,76
1,CPU,Intel Xeon E5-2687W,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,35
1,CPU,Intel Xeon E5-2680 V2,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,39
1,CPU,Intel Xeon E5-2680 V2,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,27
1,CPU,Intel Xeon E5-2680 V2,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,111
1,CPU,Intel Xeon E5-2680 V2,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,87
1,CPU,Intel Xeon E5-2680 V2,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,63
1,CPU,Intel Core i7-980,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,140
1,CPU,Intel Core i7-980,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,122
1,CPU,Intel Core i7-980,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,175
1,CPU,Intel Core i7-980,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,225
1,CPU,Intel Core i7-980,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,176
1,CPU,Intel Core i7-7820X,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,50
1,CPU,Intel Core i7-7820X,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,35
1,CPU,Intel Core i7-7820X,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,154
1,CPU,Intel Core i7-7820X,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,76
1,CPU,Intel Core i7-7820X,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,35
1,CPU,Intel Core i7-3930K,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,50
1,CPU,Intel Core i7-3930K,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,35
1,CPU,Intel Core i7-3930K,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,155
1,CPU,Intel Core i7-3930K,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,76
1,CPU,Intel Core i7-3930K,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,35
1,CPU,Intel Xeon E5-2630 V4,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,141
1,CPU,Intel Xeon E5-2630 V4,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,123
1,CPU,Intel Xeon E5-2630 V4,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,176
1,CPU,Intel Xeon E5-2630 V4,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,226
1,CPU,Intel Xeon E5-2630 V4,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,176
1,CPU,Intel Xeon E5-2630 V3,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,40
1,CPU,Intel Xeon E5-2630 V3,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,28
1,CPU,Intel Xeon E5-2630 V3,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,112
1,CPU,Intel Xeon E5-2630 V3,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,88
1,CPU,Intel Xeon E5-2630 V3,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,64
1,CPU,Intel Core i7-4790K,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,141
1,CPU,Intel Core i7-4790K,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,123
1,CPU,Intel Core i7-4790K,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,176
1,CPU,Intel Core i7-4790K,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,226
1,CPU,Intel Core i7-4790K,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,177
1,CPU,Intel Xeon E5-2640 V2,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,21
1,CPU,Intel Xeon E5-2640 V2,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,6
1,CPU,Intel Xeon E5-2640 V2,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,178
1,CPU,Intel Xeon E5-2640 V2,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,97
1,CPU,Intel Xeon E5-2640 V2,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,53
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,28
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,13
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,133
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,185
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,136
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,104
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,81
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,60
2,Video Card,PNY VCQP6000-PB,"Chipset:Quadro P6000,Memory:24GBCore Clock:1.42GHz",4058.99,45
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,121
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,109
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,205
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,193
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,181
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,169
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,157
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,145
2,Video Card,PNY VCQM6000-PB,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,133
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,22
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,7
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,127
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,179
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,127
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,98
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,75
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,54
2,Video Card,ATI FirePro W9000,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,36
2,Video Card,ATI FirePro S9150,"Chipset:FirePro S9150,Memory:16GBCore Clock:900MHz",2628.06,26
2,Video Card,ATI FirePro S9150,"Chipset:FirePro S9150,Memory:16GBCore Clock:900MHz",2628.06,11
2,Video Card,ATI FirePro S9150,"Chipset:FirePro S9150,Memory:16GBCore Clock:900MHz",2628.06,131
